cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launch_date,end_date,category_id,subcategory_id
2314,5884,Shannon Ltd,Pre-emptive neutral capacity,100,5,failed,1,US,USD,1/19/2021,7/25/2021,cat02,scat018
308,2441,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800,143788,successful,3059,CA,CAD,11/19/2020,8/28/2021,cat02,scat018
2349,1243,King-Nguyen,Open-source incremental throughput,1300,13678,successful,249,US,USD,6/25/2021,10/1/2021,cat02,scat018
2371,3411,Stevens Inc,Adaptive 24hour projection,8200,1546,canceled,37,US,USD,10/8/2021,11/27/2021,cat02,scat018
1423,2467,Franklin Inc,Focused multimedia knowledgebase,6200,6269,successful,87,US,USD,5/1/2020,4/13/2021,cat02,scat018
569,1850,Johnson Group,Compatible full-range leverage,3900,11075,successful,316,US,USD,2/28/2021,5/8/2021,cat02,scat018
1805,2604,"Wilson, Wilson and Mathis",Optional asymmetric success,100,2,failed,1,US,USD,6/11/2021,10/26/2021,cat02,scat018
2747,1693,Smith Group,Right-sized secondary challenge,106800,57872,failed,752,DK,DKK,8/27/2021,12/19/2021,cat02,scat018
3129,2969,Young PLC,Optional maximized attitude,79400,26571,failed,1063,US,USD,5/20/2020,2/6/2021,cat02,scat018
2089,1544,Davis Ltd,Upgradable uniform service-desk,3500,6204,successful,100,AU,AUD,4/22/2021,7/19/2021,cat02,scat018
2504,4149,Smith-Brown,Object-based content-based ability,1500,10946,successful,207,IT,EUR,12/1/2020,7/19/2021,cat02,scat018
2575,3463,Cook-Ortiz,Right-sized dedicated standardization,17700,150960,successful,1797,US,USD,6/11/2021,8/22/2021,cat02,scat018
2444,2939,Best-Young,Implemented multimedia time-frame,3100,12620,successful,123,CH,CHF,8/19/2020,6/2/2021,cat02,scat018
2107,2202,Gates PLC,Secured content-based product,4500,13985,successful,159,US,USD,7/9/2020,5/18/2021,cat02,scat022
1381,1728,Soto-Anthony,Ameliorated logistical capability,51400,90440,successful,2261,US,USD,10/13/2020,2/22/2021,cat02,scat022
2040,5362,Howard-Douglas,Organized human-resource attitude,88400,121138,successful,1573,US,USD,9/22/2020,4/6/2021,cat02,scat022
1812,4840,"Melton, Robinson and Fritz",Function-based leadingedge pricing structure,108400,142523,successful,1425,AU,AUD,12/17/2020,12/30/2021,cat03,scat03
1969,2955,Sparks-West,Organized incremental standardization,2000,14452,successful,249,US,USD,8/19/2021,11/21/2021,cat03,scat03
1291,5354,Mosley-Gilbert,Vision-oriented logistical intranet,2800,2734,failed,38,US,USD,5/21/2021,9/23/2021,cat03,scat03
580,3847,Hanson Inc,Grass-roots web-enabled contingency,2900,8807,successful,180,GB,GBP,3/14/2021,8/29/2021,cat03,scat03
478,3025,Charles-Johnson,Total fresh-thinking system engine,6800,9829,successful,95,US,USD,10/8/2020,7/23/2021,cat03,scat03
718,1615,Jones-Meyer,Re-engineered client-driven hub,4700,12635,successful,361,AU,AUD,10/24/2020,4/12/2021,cat03,scat03
1106,5154,"Fleming, Zhang and Henderson",Distributed 5thgeneration implementation,164700,166116,successful,2443,GB,GBP,7/17/2021,1/18/2022,cat03,scat03
1302,5005,Jackson LLC,Distributed motivating algorithm,64300,65323,successful,1071,US,USD,5/7/2020,3/21/2021,cat03,scat03
1410,1349,Figueroa Ltd,Expanded solution-oriented benchmark,5000,11502,successful,117,US,USD,5/26/2021,11/24/2021,cat03,scat03
2164,3670,Bruce Group,Cross-platform methodical process improvement,5500,4300,failed,75,US,USD,2/1/2021,9/5/2021,cat03,scat03
2916,2912,Cordova Ltd,Synergized radical product,90400,110279,successful,2506,US,USD,5/5/2021,8/8/2021,cat03,scat03
2424,4336,"Daniels, Rose and Tyler",Centralized global approach,8600,5315,failed,136,US,USD,3/17/2021,4/15/2021,cat03,scat03
797,5576,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100,14305,successful,157,US,USD,2/9/2021,10/26/2021,cat03,scat03
1231,2736,Walters-Carter,Seamless value-added standardization,4500,14649,successful,222,US,USD,11/20/2020,11/27/2021,cat03,scat03
266,3321,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700,8799,successful,91,US,USD,3/28/2021,8/23/2021,cat03,scat03
2589,3353,Tran LLC,Ameliorated fresh-thinking protocol,9800,8153,failed,132,US,USD,2/20/2021,4/10/2021,cat03,scat03
1414,2336,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800,8219,successful,107,US,USD,3/5/2021,2/20/2022,cat03,scat03
2365,4369,Mills Group,Advanced empowering matrix,8400,3251,canceled,64,US,USD,3/24/2020,2/22/2021,cat03,scat03
2900,4464,Petersen and Sons,Open-source full-range portal,900,12607,successful,191,US,USD,5/3/2021,2/13/2022,cat03,scat03
2352,5626,Ware-Arias,Upgradable maximized protocol,113800,140469,successful,5203,US,USD,4/28/2021,12/10/2021,cat03,scat03
1145,1669,Shaw Ltd,Profit-focused content-based application,1400,8053,successful,139,CA,CAD,6/5/2021,8/3/2021,cat03,scat03
2185,5544,"Smith, Brown and Davis",Devolved background project,193400,46317,failed,579,DK,DKK,12/27/2021,1/14/2022,cat03,scat03
1522,6078,"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100,837,failed,19,US,USD,12/26/2020,7/3/2021,cat03,scat03
1384,2580,Martin-James,Streamlined upward-trending analyzer,180100,105598,failed,2779,AU,AUD,1/11/2021,3/30/2021,cat03,scat03
1835,3592,"Sanchez, Cross and Savage",Sharable mobile knowledgebase,6000,3841,failed,71,US,USD,2/15/2021,5/5/2021,cat03,scat03
1368,4914,Nunez-Richards,De-engineered cohesive system engine,86400,103255,successful,1613,US,USD,10/12/2020,10/21/2021,cat03,scat03
2988,3848,Cisneros Ltd,Vision-oriented regional hub,10000,12684,successful,409,US,USD,10/17/2020,8/24/2021,cat03,scat03
3169,2619,Williams-Jones,Monitored incremental info-mediaries,600,14033,successful,234,US,USD,5/6/2020,5/31/2021,cat03,scat03
497,4605,Nguyen Inc,Seamless directional capacity,7300,7348,successful,69,US,USD,9/11/2020,6/19/2021,cat03,scat03
1338,6147,Moreno Ltd,Customer-focused multimedia methodology,108400,138586,successful,1345,AU,AUD,4/14/2021,5/30/2021,cat03,scat03
1954,1383,"Quinn, Cruz and Schmidt",Enterprise-wide multimedia software,8900,14685,successful,181,US,USD,5/1/2021,10/20/2021,cat03,scat03
685,1757,"Cruz, Hall and Mason",Synergized content-based hierarchy,8000,7220,canceled,219,US,USD,6/6/2021,7/8/2021,cat03,scat03
2077,4390,Edwards LLC,Automated system-worthy structure,55800,118580,successful,3388,US,USD,12/25/2020,8/6/2021,cat03,scat03
692,4165,Gonzalez-Snow,Polarized user-facing interface,5000,6775,successful,78,IT,EUR,12/21/2020,12/1/2021,cat03,scat03
812,4529,Byrd Group,Profound fault-tolerant model,88900,102535,successful,3308,US,USD,9/25/2021,9/28/2021,cat03,scat03
1015,6084,"Houston, Moore and Rogers",Optional tangible utilization,7600,8332,successful,185,US,USD,8/12/2021,11/23/2021,cat03,scat03
2259,2916,"Hodges, Smith and Kelly",Future-proofed 24hour model,86200,77355,failed,1758,US,USD,5/6/2020,2/9/2021,cat03,scat03
55,2005,"Garcia, Dunn and Richardson",Automated even-keeled emulation,9100,12991,successful,155,US,USD,10/11/2020,3/10/2021,cat03,scat03
2554,2261,Williams LLC,Up-sized high-level access,69900,138087,successful,1354,GB,GBP,11/17/2021,11/28/2021,cat03,scat03
2293,5342,"Cooper, Stanley and Bryant",Phased empowering success,1000,5085,successful,48,US,USD,6/7/2021,11/30/2021,cat03,scat03
212,4087,"Powers, Smith and Deleon",Enhanced uniform service-desk,100,2,failed,1,US,USD,9/23/2020,6/6/2021,cat03,scat03
2381,2761,"Wang, Silva and Byrd",Integrated bifurcated software,1400,3534,successful,110,US,USD,1/11/2021,7/2/2021,cat03,scat03
237,2908,"Carter, Cole and Curtis",Cloned responsive standardization,5800,11539,successful,462,US,USD,9/8/2020,4/12/2021,cat03,scat03
435,2155,Stevenson PLC,Profound directional knowledge user,160400,1210,failed,38,US,USD,2/19/2021,7/23/2021,cat03,scat03
1050,5642,Dawson Group,Triple-buffered bi-directional model,167400,196386,successful,3777,IT,EUR,3/7/2021,3/22/2021,cat03,scat03
910,6217,Wiggins Ltd,Upgradable analyzing core,9900,6161,live,66,CA,CAD,4/27/2021,11/24/2021,cat03,scat03
2686,4222,Wright LLC,Seamless clear-thinking conglomeration,5900,9520,successful,203,US,USD,2/22/2021,2/28/2021,cat03,scat03
201,4798,"Henderson, Parker and Diaz",Enterprise-wide client-driven policy,42600,156384,successful,1548,AU,AUD,7/19/2021,12/3/2021,cat03,scat03
923,5660,Robbins Group,Function-based interactive matrix,5500,4678,failed,55,US,USD,2/4/2021,3/7/2021,cat03,scat03
1593,5000,"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,42700,97524,successful,1681,US,USD,12/18/2020,3/15/2021,cat03,scat03
2028,2809,Diaz-Little,Grass-roots executive synergy,6700,11941,successful,323,US,USD,6/26/2021,7/10/2021,cat03,scat03
505,3349,"Wright, Hunt and Rowe",Extended eco-centric pricing structure,81200,38414,failed,452,US,USD,10/25/2021,12/16/2021,cat03,scat09
1019,3647,"Scott, Wilson and Martin",Cross-platform intermediate frame,92400,104257,successful,2673,US,USD,5/1/2021,10/1/2021,cat03,scat09
462,5745,"Garcia, Garcia and Lopez",Reduced stable middleware,8800,14878,successful,198,US,USD,11/18/2020,3/18/2021,cat03,scat09
1213,2583,"Bradshaw, Gill and Donovan",Inverse secondary infrastructure,158100,145243,failed,1467,GB,GBP,9/7/2020,7/29/2021,cat03,scat09
2101,5441,Roy PLC,Multi-channeled neutral customer loyalty,6000,5392,failed,120,US,USD,3/30/2021,5/24/2021,cat03,scat09
2655,2090,"Flores, Miller and Johnson",Horizontal context-sensitive knowledge user,8000,11493,successful,164,US,USD,3/3/2021,5/22/2021,cat03,scat09
1363,3386,Lopez Inc,Team-oriented 6thgeneration middleware,72600,117892,successful,4065,GB,GBP,11/3/2020,9/24/2021,cat03,scat09
2480,1816,Cisneros-Burton,Public-key zero tolerance orchestration,31400,41564,successful,374,US,USD,7/3/2021,10/5/2021,cat03,scat09
3088,4718,Garcia Inc,Front-line web-enabled model,3700,10422,successful,336,US,USD,9/18/2020,8/18/2021,cat03,scat09
2431,1677,Harper-Davis,Robust heuristic encoding,1900,13816,successful,126,US,USD,7/2/2021,12/31/2021,cat03,scat09
698,4218,"Hamilton, Wright and Chavez",Down-sized empowering protocol,92100,19246,failed,326,US,USD,1/14/2021,7/7/2021,cat03,scat09
1882,4548,Fields-Moore,Secured reciprocal array,25000,59128,successful,768,CH,CHF,1/28/2021,11/21/2021,cat03,scat09
2198,1431,"White, Larson and Wright",Upgradable hybrid capability,9300,11255,successful,107,US,USD,4/19/2020,2/15/2021,cat03,scat09
3024,2830,Evans Group,Stand-alone actuating support,8000,12985,successful,164,US,USD,4/26/2021,7/14/2021,cat03,scat09
1130,4400,"Santos, Black and Donovan",Pre-emptive scalable access,600,5368,successful,48,US,USD,4/15/2020,2/8/2021,cat03,scat09
2563,5773,"Olsen, Edwards and Reid",Optional clear-thinking software,56000,172736,successful,2107,AU,AUD,10/9/2020,6/6/2021,cat03,scat09
1834,4161,King Inc,Organic bandwidth-monitored frame,8200,5178,failed,100,DK,DKK,8/6/2020,8/30/2021,cat03,scat09
2556,2062,Mason-Sanders,Networked web-enabled instruction set,3200,3127,failed,41,US,USD,4/12/2021,12/3/2021,cat03,scat09
1732,3458,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700,41396,successful,470,US,USD,7/30/2020,3/22/2021,cat03,scat09
948,3174,Burns-Burnett,Front-line scalable definition,3800,2241,live,86,US,USD,8/28/2020,5/19/2021,cat03,scat09
2808,5565,Flores-Lambert,Triple-buffered logistical frame,109000,42795,failed,424,US,USD,7/18/2021,10/5/2021,cat03,scat09
2141,1906,Hernandez-Grimes,Profit-focused zero administration forecast,102900,67546,failed,1608,US,USD,1/7/2021,5/8/2021,cat03,scat09
298,5479,Thomas-Lopez,User-centric fault-tolerant archive,9400,6015,failed,118,US,USD,12/24/2020,3/18/2021,cat03,scat09
2403,4320,Rodriguez-West,Automated optimal function,7000,1744,failed,32,US,USD,9/24/2020,4/9/2021,cat03,scat09
1136,4213,"Martin, Martin and Solis",Assimilated uniform methodology,6800,5579,failed,186,US,USD,5/11/2020,3/29/2021,cat03,scat09
586,3373,Obrien and Sons,Pre-emptive transitional frame,1200,3984,successful,42,US,USD,4/16/2021,8/18/2021,cat03,scat09
470,4184,"Grimes, Holland and Sloan",Extended dedicated archive,3600,10289,successful,381,US,USD,4/16/2021,10/13/2021,cat03,scat09
2806,5472,Lyons LLC,Balanced impactful circuit,68800,162603,successful,2756,US,USD,9/12/2020,4/13/2021,cat03,scat09
2322,5559,Clark Inc,Down-sized mobile time-frame,9200,9339,successful,85,IT,EUR,6/7/2021,9/6/2021,cat03,scat09
302,5419,Hopkins-Browning,Balanced upward-trending productivity,2500,13684,successful,268,US,USD,5/30/2020,6/13/2021,cat03,scat09
2310,4171,Lucero Group,Intuitive actuating benchmark,9800,3349,failed,120,US,USD,7/14/2020,3/26/2021,cat03,scat09
400,1302,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100,1768,failed,63,US,USD,5/1/2021,9/2/2021,cat03,scat09
3187,3520,Jarvis and Sons,Business-focused intermediate system engine,29500,83843,successful,762,US,USD,5/21/2021,7/20/2021,cat03,scat09
2509,6010,Waters and Sons,Inverse neutral structure,6300,13018,successful,194,US,USD,8/12/2021,1/16/2022,cat03,scat09
2785,4617,"Ramos, Moreno and Lewis",Extended multi-state knowledge user,9200,13382,successful,129,CA,CAD,2/13/2021,10/21/2021,cat03,scat09
3027,1417,"Jones, Wiley and Robbins",Front-line cohesive extranet,7500,14381,successful,134,US,USD,11/1/2020,10/22/2021,cat03,scat09
1656,4770,"Taylor, Wood and Taylor",Cloned hybrid focus group,42100,188057,successful,2893,CA,CAD,7/15/2020,3/11/2021,cat03,scat09
649,4328,"Cole, Petty and Cameron",Realigned zero administration paradigm,100,3,failed,1,US,USD,8/12/2020,4/17/2021,cat03,scat09
33,5171,Sims-Gross,Object-based attitude-oriented analyzer,8700,4710,failed,83,US,USD,3/5/2021,3/27/2021,cat03,scat09
113,4394,Reyes PLC,Expanded optimal pricing structure,8300,8317,successful,297,US,USD,9/13/2020,4/30/2021,cat03,scat09
1649,1794,Carson PLC,Visionary system-worthy attitude,28800,118847,successful,1071,CA,CAD,9/5/2021,2/22/2022,cat03,scat09
971,3510,"Hill, Mccann and Moore",Streamlined needs-based knowledge user,6900,2091,failed,34,US,USD,7/21/2020,6/11/2021,cat03,scat09
1111,2487,Hunter-Logan,Down-sized needs-based task-force,8600,13527,successful,366,IT,EUR,8/20/2020,4/8/2021,cat03,scat09
725,2215,Lawson and Sons,Reverse-engineered multi-tasking product,1500,8447,successful,132,IT,EUR,3/21/2021,5/25/2021,cat03,scat09
1526,4136,Lee PLC,Re-contextualized leadingedge firmware,2000,5033,successful,65,US,USD,2/2/2021,9/17/2021,cat03,scat09
1365,3723,Larson-Little,Proactive foreground core,7600,5265,failed,53,US,USD,12/21/2020,8/23/2021,cat04,scat04
2057,5842,Harris Group,Open-source optimizing database,7600,13195,successful,174,DK,DKK,12/11/2020,8/29/2021,cat04,scat04
2669,3289,Carter-Guzman,Centralized cohesive challenge,4500,14741,successful,227,DK,DKK,12/22/2020,9/21/2021,cat04,scat04
1114,1249,Nunez-Richards,Exclusive attitude-oriented intranet,110100,21946,live,708,DK,DKK,4/8/2020,3/10/2021,cat04,scat04
601,5409,"Perez, Johnson and Gardner",Grass-roots zero administration system engine,6300,3030,failed,27,US,USD,8/11/2020,6/26/2021,cat04,scat04
875,2951,Johnson-Gould,Exclusive needs-based adapter,9100,6089,canceled,135,US,USD,3/24/2021,1/27/2022,cat04,scat04
2283,3432,Perez-Hess,Down-sized cohesive archive,62500,30331,failed,674,US,USD,10/12/2021,11/17/2021,cat04,scat04
711,2297,Simmons-Reynolds,Re-engineered intangible definition,94000,38533,failed,558,US,USD,3/14/2021,4/29/2021,cat04,scat04
1747,6161,Collier Inc,Enhanced dynamic definition,59100,75690,successful,890,US,USD,7/6/2020,8/4/2021,cat04,scat04
2653,4603,Spencer-Bates,Optional responsive customer loyalty,107500,51814,canceled,1480,US,USD,11/20/2020,7/27/2021,cat04,scat04
325,5818,"Campbell, Brown and Powell",Synchronized global task-force,130800,137635,successful,2220,US,USD,12/23/2020,12/23/2021,cat04,scat04
210,4270,"Blair, Collins and Carter",Exclusive interactive approach,50200,189666,successful,5419,US,USD,4/4/2021,12/9/2021,cat04,scat04
2034,6007,Jackson-Lewis,Monitored multi-state encryption,700,1101,successful,16,US,USD,4/7/2021,11/26/2021,cat04,scat04
170,4084,Kim-Rice,Organized bi-directional function,9900,5027,failed,88,DK,DKK,4/14/2021,5/1/2021,cat04,scat04
87,1340,Woods-Clark,Networked tertiary Graphical User Interface,9500,4530,failed,48,US,USD,1/18/2021,3/20/2021,cat04,scat04
1711,5675,Bennett and Sons,Function-based multi-state software,1500,7129,successful,149,US,USD,12/18/2020,6/27/2021,cat04,scat04
2294,2010,Lamb Inc,Optimized leadingedge concept,33300,128862,successful,2431,US,USD,2/22/2021,11/10/2021,cat04,scat04
29,6201,"Hernandez, Rodriguez and Clark",Organic foreground leverage,7200,2459,failed,75,US,USD,3/12/2021,1/5/2022,cat04,scat04
2025,1791,Anderson-Perez,Expanded 3rdgeneration strategy,2700,6132,successful,211,US,USD,2/9/2021,6/11/2021,cat04,scat04
2395,3314,"Wright, Fox and Marks",Assimilated real-time support,1400,3851,successful,128,US,USD,12/10/2020,3/7/2021,cat04,scat04
1418,5852,Crawford-Peters,User-centric regional database,94200,135997,successful,1600,CA,CAD,10/20/2020,8/24/2021,cat04,scat04
1905,4618,Romero-Hoffman,Open-source zero administration complexity,199200,184750,failed,2253,CA,CAD,6/15/2021,10/26/2021,cat04,scat04
2430,2618,"Baker, Morgan and Brown",Assimilated didactic open system,4700,557,failed,5,US,USD,6/25/2021,7/16/2021,cat04,scat04
1934,4967,Berry-Boyer,Mandatory incremental projection,6100,14405,successful,236,US,USD,2/23/2021,11/20/2021,cat04,scat04
1225,4594,Sanders-Allen,Grass-roots needs-based encryption,2900,1307,failed,12,US,USD,10/5/2021,11/6/2021,cat04,scat04
963,2080,Moreno-Turner,Inverse multi-tasking installation,5700,14508,successful,246,IT,EUR,8/10/2020,2/7/2021,cat04,scat04
1486,2793,Jones-Watson,Switchable disintermediate moderator,7900,1901,canceled,17,US,USD,6/27/2021,1/17/2022,cat04,scat04
676,4890,Barker Inc,Re-engineered 24/7 task-force,128000,158389,successful,2475,IT,EUR,8/8/2021,1/30/2022,cat04,scat04
2137,3528,"Tate, Bass and House",Organic object-oriented budgetary management,6000,6484,successful,76,US,USD,3/19/2021,6/5/2021,cat04,scat04
2459,5810,"Martin, Conway and Larsen",Horizontal next generation function,122900,95993,failed,1684,US,USD,12/13/2020,12/26/2021,cat04,scat04
2885,5720,Soto LLC,Triple-buffered reciprocal project,57800,40228,failed,838,US,USD,6/13/2021,11/18/2021,cat04,scat04
2030,4593,Davis-Smith,Organic motivating firmware,7400,12405,successful,203,US,USD,5/16/2021,9/12/2021,cat04,scat04
2468,3186,"White, Singleton and Zimmerman",Monitored scalable knowledgebase,3400,8588,successful,96,US,USD,7/23/2020,1/18/2021,cat04,scat04
656,5136,Kramer Group,Synergistic explicit parallelism,7800,6132,failed,106,US,USD,10/9/2021,11/15/2021,cat04,scat04
1891,2646,Hall and Sons,Pre-emptive radical architecture,108800,65877,canceled,610,US,USD,11/22/2020,12/5/2021,cat04,scat04
3097,3460,Howard Ltd,Down-sized systematic policy,69700,151513,successful,2331,US,USD,10/18/2021,12/26/2021,cat04,scat04
3076,4345,Baker-Morris,Fully-configurable motivating approach,7600,14951,successful,164,US,USD,8/23/2020,2/6/2021,cat04,scat04
3146,2690,"Tucker, Fox and Green",Upgradable fault-tolerant approach,100,1,failed,1,US,USD,6/22/2021,10/23/2021,cat04,scat04
1061,4025,"Brandt, Carter and Wood",Ameliorated clear-thinking circuit,3900,14006,successful,147,US,USD,3/5/2021,5/19/2021,cat04,scat04
2957,4524,"Tucker, Schmidt and Reid",Multi-layered encompassing installation,3500,6527,successful,86,US,USD,5/7/2021,12/28/2021,cat04,scat04
1862,3978,David-Clark,De-engineered motivating standardization,7200,6336,failed,73,US,USD,9/2/2021,12/31/2021,cat04,scat04
2999,3910,Edwards-Lewis,Enhanced scalable concept,177700,33092,failed,662,CA,CAD,1/15/2022,2/3/2022,cat04,scat04
2105,5825,Pratt LLC,Stand-alone web-enabled moderator,5300,8475,successful,180,US,USD,5/10/2020,5/2/2021,cat04,scat04
1324,3564,Gross PLC,Proactive methodical benchmark,180200,69617,failed,774,US,USD,3/24/2020,3/11/2021,cat04,scat04
1952,2396,"Martinez, Gomez and Dalton",Team-oriented 6thgeneration matrix,103200,53067,failed,672,CA,CAD,3/3/2021,6/16/2021,cat04,scat04
1488,2140,Flowers and Sons,Virtual static core,3300,3834,successful,89,US,USD,10/20/2020,11/2/2021,cat04,scat04
2647,3079,"Le, Burton and Evans",Balanced zero-defect software,7700,5488,failed,117,US,USD,12/25/2020,12/2/2021,cat04,scat04
377,2017,"Martin, Lopez and Hunter",Multi-lateral actuating installation,9000,11619,successful,135,US,USD,2/7/2021,4/20/2021,cat04,scat04
822,5444,Harris-Golden,Optional bandwidth-monitored middleware,8800,1518,canceled,51,US,USD,9/15/2020,2/1/2021,cat04,scat04
2730,2216,"Moss, Norman and Dunlap",Upgradable upward-trending workforce,8300,9337,successful,199,US,USD,8/21/2021,11/15/2021,cat04,scat04
2171,1241,"Whitehead, Bell and Hughes",Multi-tiered radical definition,189400,176112,failed,5681,US,USD,7/17/2021,11/12/2021,cat04,scat04
1065,1484,Hall-Schaefer,Distributed eco-centric methodology,139500,90706,failed,1194,US,USD,5/23/2021,7/29/2021,cat04,scat04
940,3475,"Clarke, Anderson and Lee",Robust explicit hardware,191200,191222,successful,1821,US,USD,5/22/2021,6/30/2021,cat04,scat04
2657,4333,Lopez and Sons,Polarized human-resource protocol,150500,150755,successful,1396,US,USD,11/14/2021,11/24/2021,cat04,scat04
557,5657,Cruz-Ward,Robust content-based emulation,2600,10804,successful,146,AU,AUD,4/1/2021,10/19/2021,cat04,scat04
597,2527,White LLC,Cross-group 4thgeneration middleware,96700,157635,successful,1561,US,USD,3/21/2021,10/17/2021,cat04,scat04
2354,5967,"Jones, Contreras and Burnett",Sharable intangible migration,181200,47459,failed,1130,US,USD,1/27/2021,12/16/2021,cat04,scat04
1358,5698,Stone-Orozco,Proactive scalable Graphical User Interface,115000,86060,failed,782,US,USD,1/6/2021,5/6/2021,cat04,scat04
188,3331,"Lee, Gibson and Morgan",Digitized solution-oriented product,38800,161593,successful,2739,US,USD,5/2/2021,8/26/2021,cat04,scat04
1743,3841,Marks Ltd,Realigned human-resource orchestration,44500,159185,successful,3537,CA,CAD,9/14/2020,4/11/2021,cat04,scat04
2369,6105,Adams Group,Reverse-engineered bandwidth-monitored contingency,27100,195750,successful,3318,DK,DKK,3/9/2021,8/28/2021,cat04,scat04
2241,3895,"Howard, Carter and Griffith",Adaptive asynchronous emulation,3600,10550,successful,340,US,USD,7/13/2021,9/11/2021,cat04,scat04
1055,1891,Parker Group,Grass-roots foreground policy,88800,28358,failed,886,US,USD,2/10/2021,8/16/2021,cat04,scat04
2036,1281,"Walker, Jones and Rodriguez",Networked didactic info-mediaries,8200,2625,failed,35,IT,EUR,6/18/2021,10/7/2021,cat04,scat04
1191,4186,Anthony-Shaw,Switchable contextually-based access,191300,45004,canceled,441,US,USD,1/30/2021,5/23/2021,cat04,scat04
879,2511,Cook LLC,Up-sized dynamic throughput,3700,2538,failed,24,US,USD,2/24/2021,9/4/2021,cat04,scat04
3062,4272,Sutton PLC,Mandatory reciprocal superstructure,8400,3188,failed,86,IT,EUR,7/25/2020,5/11/2021,cat04,scat04
835,3533,"Becker, Rice and White",Reduced dedicated capability,100,2,failed,1,CA,CAD,9/24/2020,5/26/2021,cat04,scat04
2286,3618,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900,193413,successful,4498,AU,AUD,5/24/2021,9/24/2021,cat04,scat04
1038,2177,Weaver-Marquez,Focused analyzing circuit,1300,5614,successful,80,US,USD,4/10/2021,1/4/2022,cat04,scat04
1417,4102,Thompson LLC,Customer-focused impactful benchmark,104400,99100,failed,1625,US,USD,6/13/2020,6/17/2021,cat04,scat04
3011,6089,Johnson Inc,Profound next generation infrastructure,8100,12300,successful,168,US,USD,2/24/2020,3/5/2021,cat04,scat04
2515,4701,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800,6024,failed,143,US,USD,10/7/2020,5/14/2021,cat04,scat04
544,5645,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700,188721,successful,1815,US,USD,8/22/2020,1/6/2021,cat04,scat04
657,4499,Owens-Le,Focused composite approach,7900,667,failed,17,US,USD,7/31/2021,12/1/2021,cat04,scat04
1379,3365,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300,81897,failed,931,US,USD,3/28/2021,8/25/2021,cat04,scat04
537,2290,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200,5523,canceled,67,US,USD,2/12/2021,9/13/2021,cat04,scat04
1289,1890,Davis-Rodriguez,Progressive secondary portal,3400,5823,successful,92,US,USD,12/5/2020,11/9/2021,cat04,scat04
2343,1304,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400,10138,successful,97,DK,DKK,6/11/2020,2/28/2021,cat04,scat04
2495,3799,Pitts-Reed,Vision-oriented dynamic service-desk,29400,123124,successful,1784,US,USD,4/19/2020,2/20/2021,cat04,scat04
1129,2749,Garcia PLC,Customer-focused attitude-oriented function,2300,10240,successful,238,US,USD,4/17/2021,8/28/2021,cat04,scat04
636,2028,Herring-Bailey,Reverse-engineered system-worthy extranet,700,3988,successful,53,US,USD,5/2/2021,12/28/2021,cat04,scat04
434,2383,Russell-Gardner,Re-engineered systematic monitoring,2900,14771,successful,214,US,USD,9/16/2020,3/22/2021,cat04,scat04
1854,5721,Singleton Ltd,Enhanced user-facing function,7100,3840,failed,101,US,USD,8/1/2020,7/30/2021,cat04,scat04
436,1394,Perez PLC,Operative bandwidth-monitored interface,1000,6263,successful,59,US,USD,11/25/2020,8/28/2021,cat04,scat04
121,3451,Williams Inc,Decentralized exuding strategy,5700,8322,successful,92,US,USD,5/3/2020,5/8/2021,cat04,scat04
2936,5512,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000,13424,successful,186,US,USD,11/14/2020,10/24/2021,cat04,scat04
3055,2453,Gordon PLC,Virtual reciprocal policy,45600,165375,successful,5512,US,USD,8/29/2021,10/30/2021,cat04,scat04
270,6055,Lee and Sons,Persevering interactive emulation,4900,6031,successful,86,US,USD,5/15/2020,3/10/2021,cat04,scat04
1219,5704,Acosta PLC,Extended eco-centric function,61600,143910,successful,2768,AU,AUD,5/8/2021,9/24/2021,cat04,scat04
407,3707,"Horton, Morrison and Clark",Networked radical neural-net,51100,155349,successful,1894,US,USD,6/18/2021,10/25/2021,cat04,scat04
2440,2205,Thomas and Sons,Re-engineered heuristic forecast,7800,10704,successful,282,CA,CAD,11/4/2020,7/15/2021,cat04,scat04
2476,5976,Morgan-Jenkins,Fully-configurable background algorithm,2400,773,failed,15,US,USD,9/13/2021,12/3/2021,cat04,scat04
2743,3290,Ramos-Mitchell,Persevering system-worthy info-mediaries,700,7465,successful,83,US,USD,12/14/2020,4/24/2021,cat04,scat04
